species,cat_island,variation,polymorphism,WSC_ISO3,points_gbif,n_points,area_polygon,area_countries_wsc,lat_range,lat_range_wsc,cat_island_points,wsc,bin_island,centroid_lon,centroid_lat,eco_reg_points,eco_reg_polygon,temp_zones_points,temp_zones_polygon,bole_female,bole_male,source
Plebs_cyphoxis,continent,yes,no,Australia,446,49,256890.2067,7691990.893,5.228444,39.01717104,continent,australia,0,118.8341096,-32.81903841,6,7,3,6,8.13,4.55,"Joseph, M. M. & Framenau, V. W. (2012). Systematic review of a new orb-weaving spider genus (Araneae: Araneidae), with special reference to the Australasian-Pacific and South-East Asian fauna. Zoological Journal of the Linnean Society 166(2): 279-341"
Plebs_sachalinensis,island_continent,yes,yes,"Russia, China, Korea, Japan",0,5,36341.54926,26923717,5.747909,39.52467199,island_continent,"Russia, China, Korea, Japan",1,134.5142988,43.82527155,2,3,3,7,,,
Poecilopachys_australasia,continent,no,no,Australia,718,179,1171554.229,7691990.893,21.55674,39.01717104,continent,australia,0,148.6653239,-28.82886385,4,10,4,15,7,2.3,http://www.findaspider.org.au/find/spiders/133.htm
Poltys_illepidus,continent,no,no,"Thailand, Southeast Asia, Australia",209,58,1495553.42,12128687.12,11.71667,46.78898399,continent,"thailand,southeast asia,australia",0,138.6796503,-18.7005683,7,11,5,11,16,3,"Tanikawa, A. (2009). Hersiliidae. Nephilidae, Tetragnathidae, Araneidae. In: Ono, H. (ed.) The spiders of Japan with keys to the families and genera and illustrations of the species. Tokai University Press, Kanagawa, pp. 149, 403-463"
Poltys_laciniosus,continent,no,no,Australia,174,114,5852128.574,7691990.893,23.538052,39.01717104,continent,australia,0,135.388676,-26.36506188,14,30,10,15,13.19,2.56,"Smith, H. M. (2006b). A revision of the genus Poltys in Australasia (Araneae: Araneidae). Records of the Australian Museum 58: 43-96."
Pycnacantha_fuscosa,NA,no,no,Madagascar,2,NA,NA,,NA,,NA,NA,NA,NA,NA,,,,,,,
Quokkaraneus_necopinus,NA,no,no,Australia,3,NA,NA,,NA,,NA,NA,NA,NA,NA,,,,,,,
Rhomphaea_metaltissima,continent,no,no,"Panama, Colombia, Brazil",12,2,0,9679258.871,0,19.35822206,continent,"panama,colombia,brazil",0,-48.135347,-10.452836,1,1,1,1,4.3,,"Exline, H. & Levi, H. W. (1962). American spiders of the genus Argyrodes (Araneae, Theridiidae). Bulletin of the Museum of Comparative Zoology 127: 75-204"
Robertus_lividus,island_continent,no,no,"USA, Russia, Europe, Iran",10493,3739,5905030.938,37224197.56,28.678485,68.87868535,island_continent,"usa,russia,europe,iran",1,40.4937141,56.7347862,23,29,9,2,4.5,4,https://araneae.nmbe.ch/data/737/Robertus_lividus
Robertus_neglectus,island_continent,no,no,Europe,942,499,4005708.383,26139333.12,26.243638,56.85398309,island_continent,europe,1,36.92562199,55.95505765,14,24,7,13,2.5,2.5,https://araneae.nmbe.ch/data/815/Robertus_neglectus
Rubrepeira_rubronigra,continent,yes,yes,"Central America, South America",28,10,35526.8625,20315045.4,3.234712,84.04525912,continent,"central america,south america",0,-77.25189481,-1.503256094,2,2,1,2,21.6,,"Galvis, W., Flórez-Daza, E. & Pinzon, J. (2018). New records of the rare orb-weaving spider Rubrepeira rubronigra from Colombia, with notes on its natural history (Araneae: Araneidae). Revista Ibérica de Aracnología 32: 139-141"
Rugathodes_aurantius,continent,no,no,North America,751,31,79041.33218,21357404.83,6.05033,52.05850925,continent,north america,0,-150.2099584,63.53461332,3,6,2,5,2.4,,"Levi, H. W. (1957a). The spider genera Enoplognatha, Theridion, and Paidisca in America north of Mexico (Araneae, Theridiidae). Bulletin of the American Museum of Natural History 112: 1-124"
Rugathodes_sexpunctatus,island_continent,no,no,USA,1570,398,4041608,9462727.54,18.142738,41.07063035,island_continent,usa,1,-150.2099584,63.53461332,6,35,6,15,2.6,2.4,"Davidson, M. B. & Merrett, P. (2014). Rugathodes sexpunctatus (Emerton, 1882) in Britain (Araneae:Theridiidae). Arachnology 16(4): 113-116"
Rugathodes_sp,NA,NA,NA,NA,0,NA,NA,,NA,,NA,NA,NA,NA,NA,,,,,,,
Salsa_recherchensis,continent,no,no,Australia,39,5,62350.26194,7691990.893,2.792758,39.01717104,continent,australia,0,NA,NA,3,4,3,3,10,,"Framenau, V. W. & Castanheira, P. de S. (2022c). Revision of the new Australasian orb-weaving spider genus Salsa (Araneae, Araneidae). ZooKeys 1102: 107-148"
Sardinidion_blackwalli,island_continent,no,no,Europe,593,328,1967530.188,26139333.12,22.229249,56.85398309,island_continent,europe,1,5.995056482,48.44835441,15,25,5,15,3,3,https://araneae.nmbe.ch/data/88/Sardinidion_blackwalli
Scoloderus_cordatus,continent,yes,no,"Mexico, central america,South America,",68,2,0,1957326.927,0,0,continent,"mexico,central america,south america,",0,NA,NA,1,1,1,1,3.6,2.3,"Traw, M. B. (1996). A revision of the Neotropical orb-weaving spider genus Scoloderus (Araneae: Araneidae). Psyche, Cambridge 102(1-2, 1995): 49-72"
Selkirkiella_alboguttata,island_continent,yes,yes,Chile,0,NA,NA,,NA,,NA,NA,1,NA,NA,,,,,,,
Selkirkiella_luisi,island_continent,yes,yes,Chile,0,NA,NA,,NA,,NA,NA,1,NA,NA,,,,,,,
Singa_nitidula,continent,no,no,"Europe, Turkey, Russia, Europe, Caucasus to Central Asia",633,410,6099369.671,30759673.69,21.245102,82.10629988,continent,"europe,turkey,russia,caucasus,central asia",0,29.02928304,52.83485945,14,34,7,9,6.5,4.5,https://araneae.nmbe.ch/data/879/Singa_nitidula
Socca_pustulosa,island_continent,yes,yes,"Australia, New Zealand",491,41,605887.8685,7959749.401,10.638503,57.43007084,island_continent,"australia,new zealand",1,NA,NA,9,17,6,12,9.5,7.2,"Framenau, V. W., Castanheira, P. de S. & Vink, C. J. (2022). Taxonomy and systematics of the new Australo-Pacific orb-weaving spider genus Socca (Araneae: Araneidae). New Zealand Journal of Zoology 49(4): 263-334"
Socca_senicaudatus,NA,NA,NA,NA,0,NA,NA,,NA,,NA,NA,NA,NA,NA,,,,,,,
Spilasma_duodecimguttata,continent,yes,yes,"Central America, South America",85,7,2862376.861,20315045.4,18.77393,84.04525912,continent,"central america,south america",0,-67.32893117,2.821490786,5,54,2,5,7,3.6,"Levi, H. W. (1995b). Orb-weaving spiders Actinosoma, Spilasma, Micrepeira, Pronous, and four new genera (Araneae: Araneidae). Bulletin of the Museum of Comparative Zoology 154: 153-213."
Spintharus_flavidus,island_continent,no,no,USA,303,97,1244027.9,9462727.54,16.831174,41.07063035,island_continent,usa,1,-81.76440788,34.99682601,10,16,5,7,4.62,3.94,"Agnarsson, I., Van Patten, C., Sargeant, L., Chomitz, B., Dziki, A. & Binford, G. J. (2018). A radiation of the ornate Caribbean ‘smiley-faced spiders’, with descriptions of 15 new species (Araneae: Theridiidae, Spintharus). Zoological Journal of the Linnean Society 182(4): 758-790"
Steatoda_bipunctata,island_continent,no,no,"Europe, Israel, Caucasus, Russia, Kazakhstan, Iran, Central, Asia, China.,",6728,4043,9826197.872,61615587.03,28.627585,83.56332948,island_continent,"europe,israel,caucasus,russia,kazakhstan,iran,central,asia,china.,",1,34.44405593,56.64809204,25,43,8,5,7,5.5,https://araneae.nmbe.ch/data/73/Steatoda_bipunctata
Steatoda_borealis,island_continent,no,no,USA,889,252,11087822.2,9462727.54,32.264955,41.07063035,island_continent,usa,1,-102.2937457,49.8213391,29,78,9,21,7,5.9,"Levi, H. W. (1957b). The spider genera Crustulina and Steatoda in North America, Central America, and the West Indies (Araneae, Theridiidae). Bulletin of the Museum of Comparative Zoology 117: 367-424"
Steatoda_castanea,island_continent,no,no,"Europe, Caucasus, Iran, Central Asia, China",595,336,7009046.644,41750995.08,20.735181,56.85398309,island_continent,"europe,caucasus,iran,central asia,china",1,44.7432813,54.83652233,11,22,4,8,7,6.3,https://araneae.nmbe.ch/data/315/Steatoda_castanea
Steatoda_cingulata,island_continent,no,no,"China, Vietnam, Laos, Japan, Indonesia",142,6,622182.906,12196470.66,37.149939,45.45150832,island_continent,"china,vietnam,laos,japan,indonesia",1,118.4351931,25.83917451,4,21,3,13,7.4,,"Yoshida, H. (2003a). The spider family Theridiidae (Arachnida: Araneae) from Japan. Arachnological Society of Japan, 224 pp."
Steatoda_triangulosa,island_continent,no,no,"Europe, Russia, Kazakhstan, Iran, Central Asia., Libya",6461,1966,6780934.729,32099466.91,30.490187,56.85398309,island_continent,"europe,russia,kazakhstan,iran,central asia.,libya",1,17.73355963,45.82717025,33,58,11,9,8.6,5,https://araneae.nmbe.ch/data/1260/Steatoda_triangulosa
Stemmops_cf,NA,NA,NA,NA,0,NA,NA,,NA,,NA,NA,NA,NA,NA,,,,,,,
Stemmops_nipponicus,island_continent,no,no,"Russia, Japan",349,NA,NA,,NA,,NA,NA,1,NA,NA,,,,,,,
Styposis_selis,continent,no,no,Brazil,63,1,0,8470788.47,0,0,continent,brazil,0,-54.450146,-25.666113,1,1,1,1,1.3,1.2,"Levi, H. W. (1964e). The American spiders of the genera Styposis and Pholcomma (Araneae, Theridiidae). Psyche, Cambridge 71(1): 32-3"
Synotaxus_225,NA,NA,NA,NA,0,NA,NA,,NA,,NA,NA,NA,NA,NA,,,,,,,
Takayus_latifolius,island_continent,no,no,"Russia, Japan",23,NA,NA,,NA,,NA,NA,1,NA,NA,,,,,,,
Takayus_quadrimaculatus,continent,no,no,China,25,NA,NA,,NA,,NA,NA,0,NA,NA,,,,,,,
Takayus_takayensis,continent,no,no,China,107,NA,NA,,NA,,NA,NA,0,NA,NA,,,,,,,
Telaprocera_joanae,continent,no,no,Australia,67,6,307.283604,7691990.893,0.897036,39.01717104,continent,australia,0,153.0264305,-27.9208111,1,1,2,2,4.6,3.9,"Harmer, A. M. T. & Framenau, V. W. (2008). Telaprocera (Araneae: Araneidae), a new genus of Australian orb-web spiders with highly elongated webs. Zootaxa 1956: 59-80"
Telaprocera_maudae,continent,no,no,Australia,165,39,222991.1744,7691990.893,14.54016,39.01717104,continent,australia,0,150.1483399,-25.26505622,2,4,3,9,7,5.6,"Harmer, A. M. T. & Framenau, V. W. (2008). Telaprocera (Araneae: Araneidae), a new genus of Australian orb-web spiders with highly elongated webs. Zootaxa 1956: 59-80"
Testudinaria_109,NA,NA,NA,NA,0,NA,NA,,NA,,NA,NA,NA,NA,NA,,,,,,,
Tetragnatha_versicolor,NA,NA,NA,NA,1608,NA,NA,,NA,,NA,NA,NA,NA,NA,,,,,,,
Thelacantha_brevispina,island_continent,yes,yes,"Madagascar, Mauritius, Pakistan to Japan and New Guinea, Australia, Fiji, French Polynesia, Hawaii",751,139,492830.5572,19482210.99,43.899692,72.524891,island_continent,"madagascar,mauritius,pakistan,japan,new guinea,australia,fiji,french polynesia,hawaii",1,144.8091564,-6.5638925,7,398,5,18,12,5,"Tanikawa, A. (2009). Hersiliidae. Nephilidae, Tetragnathidae, Araneidae. In: Ono, H. (ed.) The spiders of Japan with keys to the families and genera and illustrations of the species. Tokai University Press, Kanagawa, pp. 149, 403-463"
Theridiinae_sp,NA,NA,NA,NA,0,NA,NA,,NA,,NA,NA,NA,NA,NA,,,,,,,
Theridiinae_sp_2,NA,NA,NA,NA,0,NA,NA,,NA,,NA,NA,NA,NA,NA,,,,,,,
Theridion_acutitarse,island,no,no,USA (Hawaii),14,NA,NA,,NA,,NA,NA,1,NA,NA,,,,,,,
Theridion_albidum,continent,no,no,USA,248,5,2081316.334,9462727.54,12.638171,41.07063035,continent,usa,0,-92.66759899,38.2279284,4,27,2,12,3.3,,"Levi, H. W. (1957a). The spider genera Enoplognatha, Theridion, and Paidisca in America north of Mexico (Araneae, Theridiidae). Bulletin of the American Museum of Natural History 112: 1-124."
Theridion_calcynatum,continent,no,no,south america,42,20,60792.29507,20315045.4,4.348507,84.04525912,continent,south america,0,-58.00340018,-35.66931407,2,3,2,2,5,4.7,"Levi, H. W. (1963c). American spiders of the genus Theridion (Araneae, Theridiidae). Bulletin of the Museum of Comparative Zoology 129: 481-589"
Theridion_californicum,continent,yes,yes,USA,96,3,17010.65716,9462727.54,9.034582,41.07063035,continent,usa,0,-122.9870806,40.8977566,3,4,2,6,4.5,3.5,"Levi, H. W. (1957a). The spider genera Enoplognatha, Theridion, and Paidisca in America north of Mexico (Araneae, Theridiidae). Bulletin of the American Museum of Natural History 112: 1-124."
Theridion_cf,NA,NA,NA,NA,4,NA,NA,,NA,,NA,NA,NA,NA,NA,,,,,,,
Theridion_differens,continent,yes,yes,USA,582,15,3040092.206,9462727.54,11.129879,41.07063035,continent,usa,0,-90.8354346,41.7595017,9,33,4,13,3.5,2.5,"Levi, H. W. (1957a). The spider genera Enoplognatha, Theridion, and Paidisca in America north of Mexico (Araneae, Theridiidae). Bulletin of the American Museum of Natural History 112: 1-124."
Theridion_flavonotatum,continent,no,no,USA,23,3,117475.6518,9462727.54,5.201982,41.07063035,continent,usa,0,-87.78584373,33.54863774,3,8,1,3,2.8,2.3,"Levi, H. W. (1957a). The spider genera Enoplognatha, Theridion, and Paidisca in America north of Mexico (Araneae, Theridiidae). Bulletin of the American Museum of Natural History 112: 1-124."
Theridion_frondeum,continent,yes,yes,USA,710,32,2367612.216,9462727.54,18.332987,41.07063035,continent,usa,0,-84.35720078,42.39675021,10,20,3,6,4.2,3.9,"Levi, H. W. (1957a). The spider genera Enoplognatha, Theridion, and Paidisca in America north of Mexico (Araneae, Theridiidae). Bulletin of the American Museum of Natural History 112: 1-124."
Theridion_glaucescens,continent,no,no,USA,187,7,794259.456,9462727.54,7.188928,41.07063035,continent,usa,0,-80.30354849,43.61277567,6,11,2,3,3,2.5,"Levi, H. W. (1957a). The spider genera Enoplognatha, Theridion, and Paidisca in America north of Mexico (Araneae, Theridiidae). Bulletin of the American Museum of Natural History 112: 1-124."
Theridion_grallator,island,yes,yes,USA (Hawaii),74,21,5670.300399,9462727.54,2.171191,41.07063035,island,usa,1,-155.5832927,19.85525455,2,4,3,9,4.5,4,"Simon, E. (1900a). Arachnida. In: Sharp, D. (ed.) Fauna Hawaiiensis, or the zoology of the Sandwich Isles: being results of the explorations instituted by the Royal Society of London promoting natural knowledge and the British Association for the Advancement of Science. Volume II, Part V. University Press, Cambridge, pp. 443-519, pl. 15-21"
Theridion_kauaiense,island,no,no,USA (Hawaii),3,NA,NA,,NA,,NA,NA,1,NA,NA,,,,,,,
Theridion_longipedatum,continent,no,no,Colombia,3,NA,NA,,NA,,NA,NA,0,NA,NA,,,,,,,
Theridion_melanostictum,island_continent,yes,no,"Macaronesia, Mediterranean, Egypt, India, Central Asia, China, Japan.,",501,106,9246788.916,25925348.87,64.12227,30.25063295,island_continent,"macaronesia,mediterranean,egypt,india,central asia,china,japan.,",1,13.82311595,18.48075583,5,70,5,20,3.6,2.5,"Levy, G. (1998b). Araneae: Theridiidae. In: Fauna Palaestina, Arachnida III. Israel Academy of Sciences and Humanities, Jerusalem, 228 pp"
Theridion_melanurum,island,yes,yes,"Macaronesia, Turkey, Caucasus, Russia, (Europe to Middle Siberia), Middle East.,",1106,28,2083.482581,18522184.32,2.5287,22.67193325,island,"macaronesia,turkey,caucasus,russia,,middle siberia),middle east.,",1,-25.52463206,37.81443715,1,1,3,4,4.8,4.6,"Levi, H. W. (1957a). The spider genera Enoplognatha, Theridion, and Paidisca in America north of Mexico (Araneae, Theridiidae). Bulletin of the American Museum of Natural History 112: 1-124."
Theridion_murarium,continent,no,no,North America,509,45,3357368.979,21357404.83,15.553062,52.05850925,continent,north america,0,-94.33761056,41.09057675,12,34,6,16,4,3,"Kaston, B. J. (1948). Spiders of Connecticut. Bulletin of the Connecticut State Geological and Natural History Survey 70: 1-874. download pdf"
Theridion_nigroannulatum,continent,no,no,Ecuador,4,NA,NA,,NA,,NA,NA,0,NA,NA,,,,,,,
Theridion_pennsylvanicum,continent,no,no,USA,18,NA,NA,,NA,,NA,NA,0,NA,NA,,,,,,,
Theridion_pictum,island_continent,no,no,"North America, Caucasus Russia, Kazakhstan, Turkemenistan, China, Japan",1985,24,5322095.335,34288114.95,23.608058,52.05850925,continent,"north america,caucasus russia,kazakhstan,turkemenistan,china,japan",0,-101.0456263,57.51489764,11,40,5,13,4.7,3.1,"Levi, H. W. (1957a). The spider genera Enoplognatha, Theridion, and Paidisca in America north of Mexico (Araneae, Theridiidae). Bulletin of the American Museum of Natural History 112: 1-124."
Theridion_pinastri,island_continent,no,no,"Europe, China, Korea, Japan",1017,414,4624944.055,36105504.39,20.7711,56.85398309,island_continent,"europe,china,korea,japan",1,22.41558524,52.28843869,13,25,7,13,4,3,https://araneae.nmbe.ch/data/1042/Theridion_pinastri
Theridion_posticatum,island,yes,yes,USA (Hawaii),2,NA,NA,,NA,,NA,NA,1,NA,NA,,,,,,,
Theridion_sangzhiense,continent,no,no,China,1,NA,NA,,NA,,NA,NA,0,NA,NA,,,,,,,
Theridion_sp,NA,NA,NA,NA,0,NA,NA,,NA,,NA,NA,NA,NA,NA,,,,,,,
Theridion_theridioides,continent,no,no,China,61,NA,NA,,NA,,NA,NA,0,NA,NA,,,,,,,
Theridion_varians,island_continent,yes,yes,"Europe, Caucasus Russia, Kazakhstan, Iran, Central Asia China., Libya, Western Mediterranean",5111,2435,7270168.074,35160192.64,32.137198,82.10629988,island_continent,"europe,caucasus russia,kazakhstan,iran,central asia china.,libya,western mediterranean",1,23.97055723,54.52664855,23,39,10,8,4,3.5,https://araneae.nmbe.ch/data/1356/Theridion_varians
Theridula_emertoni,continent,no,no,USA,277,13,772550.3866,9462727.54,9.489428,41.07063035,continent,usa,0,-79.2578092,40.75302838,8,13,3,5,2.5,,"Berland, L. (1920c). Arachnides. Araneae (2e partie). In: Voyage de Ch. Alluaud et R. Jeannel en Afrique Orientale (1911-1912). Résultats scientifiques. IV. L. Lhomme, Paris, pp. 95-180"
Theridula_opulenta,continent,no,no,North America,62,10,821241.5737,21357404.83,8.350547,52.05850925,continent,north america,0,-82.28519647,39.54408741,5,12,2,4,2.4,1.4,"Levi, H. W. (1954c). The spider genus Theridula in North and Central America and the West Indies (Araneae: Theridiidae). Transactions of the American Microscopical Society 73(4): 331-343."
Thymoites_unimaculatus,continent,no,no,USA,287,14,691495.1976,9462727.54,7.54193,41.07063035,continent,usa,0,-79.03837662,41.5351326,7,13,3,4,2.3,1.9,"Levi, H. W. (1957a). The spider genera Enoplognatha, Theridion, and Paidisca in America north of Mexico (Araneae, Theridiidae). Bulletin of the American Museum of Natural History 112: 1-124."
Tidarren_sisyphoides,continent,no,no,"north america, central america, south america",228,28,9168174.435,39715123.3,72.054333,109.6740354,continent,"north america,central america,south america",0,-72.64764888,-8.904048125,14,108,9,16,3,1,"Knoflach, B. & Harten, A. van (2006). The one-palped spider genera Tidarren and Echinotheridion in the Old World (Araneae, Theridiidae), with comparative remarks on Tidarren from America. Journal of Natural History 40(25-26): 1483-1616"
Trichonephila_antipodiana,island,yes,yes,"China, Philippines, Indonesia, New Guinea, Solomon Is., Australia",0,45,1550935.414,19744393.54,23.907374,62.19191331,island,"China, Philippines, Indonesia, New Guinea, Solomon Is., Australia",1,110.337829,1.038816718,7,34,3,9,32,12.5,"Yin, C. M., Wang, J. F., Xie, L. P. & Peng, X. J. (1990). New and newly recorded species of the spiders of family Araneidae from China (Arachnida, Araneae). In: Spiders in China: One Hundred New and Newly Recorded Species of the Families Araneidae and Agelenidae. Hunan Normal University Press, pp. 1-171"
Trichonephila_clavipes,island_continent,no,no,"USA, Central America, South America, Caribbean",12744,7887,19023627.92,29777772.94,75.051873,98.68615651,island_continent,"usa,central america,south america,caribbean",1,-65.04775113,-3.300440121,136,188,13,18,32,2.8,"Levi, H. W. & Eickstedt, V. R. D. von (1989). The Nephilinae spiders of the neotropics. Memórias do Instituto Butantan 51: 43-56"
Trichonephila_inaurata,island_continent,no,no,"South Africa, Mauritius, Reunion, Seychelles",557,62,1248014.79,1222269.046,29.674798,-24.3472146,island_continent,"south africa,mauritius,reunion,seychelles",1,29.74622171,-27.5062534,8,28,7,18,NA,NA,
Trichonephila_senegalensis,island_continent,no,no,"West Africa, Central Africa, Ethiopia",323,11,2898.179985,12470319.46,3.748382,23.13585114,island_continent,"west africa,central africa,ethiopia",1,-23.64628227,15.10041705,2,3,3,6,25.9,7.02,"Kuntner, M., Hamilton, C. A., Cheng, R. C., Gregori?, M., Lupse, N., Lokovsek, T., Lemmon, E. M., Lemmon, A. R., Agnarsson, I., Coddington, J. A. & Bond, J. E. (2019). Golden orbweavers ignore biological rules: phylogenomic and comparative analyses unravel a complex evolution of sexual size dimorphism. Systematic Biology 68(4): 555-572"
Tylorida_ventralis,island_continent,yes,yes,"Pakistan, India, China Japan, Taiwan, New Guinea",0,24,2122038.466,4526930.245,15.307601,42.00344112,island_continent,"Pakistan, India, China Japan, Taiwan, New Guinea",1,95.23263219,20.8438459,9,40,4,12,,,
Uloborus_diversus,NA,NA,NA,NA,304,NA,NA,,NA,,NA,NA,NA,-115.1722995,36.21820913,,,,,,,
Verrucosa_arenata,island_continent,yes,yes,"USA, Central America, Greater Antilles",3823,2462,4973282.314,12143276.56,35.116428,41.07063035,island_continent,"usa,central america,greater antilles",1,-101.9623982,24.9144761,52,89,11,18,9.5,6.1,"Levi, H. W. (1976). The orb-weaver genera Verrucosa, Acanthepeira, Wagneriana, Acacesia, Wixia, Scoloderus and Alpaida north of Mexico. Bulletin of the Museum of Comparative Zoology 147: 351-391"
Wagneriana_atuna,NA,yes,yes,"Cuba, Costa Rica, Panama, Colombia, Ecuador, Peru, Bolivia, Paraguay",53,NA,NA,,NA,,NA,NA,NA,NA,NA,,,,,,,
Wagneriana_tauricornis,continent,no,no,"USA, Central America, South America",110,41,4413806.326,29777772.94,60.32385,98.68615651,continent,"usa,central america,south america",0,-71.78604088,-0.419922731,11,80,5,12,6.7,4.9,"Levi, H. W. (1991b). The Neotropical orb-weaver genera Edricus and Wagneriana (Araneae: Araneidae). Bulletin of the Museum of Comparative Zoology 152: 363-415"
Waitkera_waitakerensis,NA,NA,NA,NA,23,NA,NA,,NA,,NA,NA,NA,174.2426061,-36.04544985,,,,,,,
Wamba_crispulus,continent,no,no,"north america, central america, south america",187,12,8731170.118,39715123.3,78.462929,109.6740354,continent,"north america,central america,south america",0,-73.05497347,3.00488437,5,123,3,15,2.6,1.8,"Vanuytven, H. (2021). The Theridiidae of the World. A key to the genera with their diagnosis and a study of the body length of all known species. Newsletter of the Belgian arachnological Society 35(Supplement): 1-363"
Witica_cayanus,island_continent,yes,yes,"Colombia, Venezuela, Trinidad and Tobago, French Guiana, Ecuador, Peru, Brazil",33,NA,NA,,NA,,NA,NA,1,-66.02156578,-7.198242127,,,,,,,
Witica_crassicauda,island_continent,yes,yes,"Mexico, Central America, South America",52,14,661300.1857,20315045.4,20.332292,84.04525912,island_continent,"mexico,central america,south america",1,-76.00239291,7.313416573,7,40,3,11,7.8,1.4,"Levi, H. W. (1986b). The orb-weaver genus Witica (Araneae: Araneidae). Psyche, Cambridge 93(1-2): 35-46"
Yunohamella_lyricus,NA,NA,NA,NA,0,NA,NA,,NA,,NA,NA,NA,NA,NA,,,,,,,
Yunohamella_palmgreni,continent,no,no,"Finland, Poland, Estonia, Russia",80,22,104674.0644,17649817.35,9.132455,18.53135836,continent,"finland,poland,estonia,russia",0,26.92212548,61.85851868,2,3,2,2,,,
Zealaranea_crassa,island,yes,yes,New Zealand,89,35,153546.5614,267758.5077,9.577506,0,island,new zealand,1,173.6992594,-41.41382676,4,8,1,7,9.2,6.2,"Court, D. J. & Forster, R. R. (1988). The spiders of New Zealand: Part VI. Family Araneidae. Otago Museum Bulletin 6: 68-124"
Zygiella_atrica,island_continent,no,no,Europe,1533,922,3519688.196,26139333.12,26.115124,56.85398309,island_continent,europe,1,13.55548066,50.11666024,22,32,6,2,9.5,7,https://araneae.nmbe.ch/data/242/Zygiella_atrica
Zygiella_x-notata,island_continent,yes,yes,"Europe, Turkey, Caucasus, Iran",7879,5560,4600185.012,27761470.02,33.715035,56.85398309,island_continent,"europe,turkey,caucasus,iran",1,10.66981508,48.52529369,32,48,8,8,12,8,https://araneae.nmbe.ch/data/1415/Zygiella_x-notata
